type,title,director,cast,country,date_added,year_added,release_year,rating,duration,listed_in
TV Show,Record of Grancrest War,Not Specified,"Kentaro Kumagai, Akari Kito, Yuichi Nakamura, Reina Ueda, Satoshi Hino, Yoshitsugu Matsuoka, Natsumi Takamori, Ai Kayano, Takahiro Sakurai, Wataru Hatano, Yuichi Iguchi, Minori Suzuki, Megumi Nakajima, Yuhko Kaida, Chika Anzai, Yumi Uchiyama, Kaede Hondo, Satoshi Mikami, Ayane Sakura, Ari Ozawa, Tatsuhisa Suzuki, Hiro Shimono",Japan,2019-07-01,2019.0,2018,TV-MA,1 Season,"Anime Series, International TV Shows"
Movie,War Against Women,Hernán Zin,,"United States, Spain",2019-07-01,2019.0,2013,TV-MA,61 min,"Documentaries, International Movies"
Movie,Inhuman Kiss,Sittisiri Mongkolsiri,"Phantira Pipityakorn, Oabnithi Wiwattanawarang, Sapol Assawamunkong, Surasak Vongthai, Sahatchai 'Stop' Chumrum, Sahajak Boonthanakit, Makorn Supinacharoen, Sasithorn Panichnok",Thailand,2019-06-30,2019.0,2019,TV-MA,122 min,"Horror Movies, International Movies, Romantic Movies"
Movie,Romeo Akbar Walter,Robbie Grewal,"John Abraham, Jackie Shroff, Mouni Roy, Sikander Kher, Raghuvir Yadav, Alka Amin, Rajesh Shringarpure, Anil George",India,2019-06-30,2019.0,2019,TV-14,141 min,"Dramas, International Movies, Thrillers"
TV Show,Scare Tactics,Not Specified,"Tracy Morgan, Lauren Ash",United States,2019-06-30,2019.0,2011,TV-MA,2 Seasons,"Reality TV, TV Comedies, TV Horror"
Movie,Super Deluxe,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu, Ramya Krishnan, Mysskin, Gayathrie, Ashwanth Ashok Kumar, Bagavathi Perumal",India,2019-06-29,2019.0,2019,TV-MA,176 min,"Comedies, Dramas, International Movies"
TV Show,Dope,Not Specified,,United States,2019-06-28,2019.0,2019,TV-MA,3 Seasons,"Crime TV Shows, Docuseries"
Movie,El testigo,Kate Horne,Jesús Abad Colorado,"Colombia, Peru, United Kingdom",2019-06-28,2019.0,2018,TV-14,73 min,"Documentaries, International Movies"
TV Show,Exhibit A,Not Specified,,United States,2019-06-28,2019.0,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, Science & Nature TV"
TV Show,Instant Hotel,Not Specified,"Luke Jacobz, Juliet Ashworth",Australia,2019-06-28,2019.0,2019,TV-MA,2 Seasons,"International TV Shows, Reality TV"
Movie,La Leyenda del Diamante,Roberto Girault Facha,"Ana Layevska, Alex Sirvent, Paulina Goto, Fernando Estrada, Alejandro Oliva, David Villegas, Xavier Cervantes, Cuauhtémoc Duque, Karyme Lozano, Rodrigo Treviño",Mexico,2019-06-28,2019.0,2017,TV-MA,87 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
TV Show,Motown Magic,Not Specified,,"Australia, United States",2019-06-28,2019.0,2019,TV-Y,2 Seasons,"Kids' TV, TV Sci-Fi & Fantasy"
TV Show,Paquita Salas,Not Specified,"Brays Efe, Belén Cuesta, Lidia San José, Álex de Lucas, Mariona Terés",Spain,2019-06-28,2019.0,2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
Movie,ANIMA,Paul Thomas Anderson,Thom Yorke,United Kingdom,2019-06-27,2019.0,2019,TV-PG,15 min,"Dramas, Independent Movies, Music & Musicals"
TV Show,Answer for Heaven,Not Specified,"Sunny Suwanmethanont, Kan Kantathavorn, Pattarasaya Kreuasuwansri, Chayanan Manomaisantiphap, Suwaphat Techaviriyawong, Prachakorn Piyasakulkaew, Nattarika Thampridanant, Michael Shaowanasai, Pattanachai Adirek",Unknown,2019-06-27,2019.0,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies"
Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",Daniel Sosa,Mexico,2019-06-27,2019.0,2019,TV-MA,55 min,Stand-Up Comedy
Movie,Hikaru Utada Laughter in the Dark Tour 2018,Not Specified,Hikaru Utada,Japan,2019-06-26,2019.0,2018,TV-PG,141 min,"International Movies, Music & Musicals"
Movie,Kahaani,Sujoy Ghosh,"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui, Darshan Jariwala, Masood Akhtar, Riddhi Sen",India,2019-06-26,2019.0,2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers"
Movie,Unbroken,Svati Chakravarty Bhatkal,,India,2019-06-26,2019.0,2019,TV-14,109 min,"Documentaries, International Movies"
Movie,Mike Epps: Only One Mike,Kevin Bray,Mike Epps,United States,2019-06-25,2019.0,2019,TV-MA,63 min,Stand-Up Comedy
TV Show,Forest of Piano,Not Specified,"Soma Saito, Junichi Suwabe, Natsuki Hanae, Yuichi Nakamura, Kenn, Aoi Yuki, Mariya Ise, Katsuyuki Konishi, Toshiyuki Toyonaga, Koji Yusa, Hiroshi Yanaka, Ryoko Shiraishi, Yo Taichi, Marie Miyake, Ryo Hirohashi, Motoko Kumai, Maaya Sakamoto, Hideyuki Tanaka, Bin Shimada",Japan,2019-06-24,2019.0,2019,TV-14,2 Seasons,"Anime Series, International TV Shows"
Movie,Triple Threat,"Jesse V. Johnson, Jesse Johnson","Tony Jaa, Iko Uwais, Tiger Chen, Scott Adkins, Celina Jade, Michael Bisping, Michael Jai White, JeeJa Yanin, Dominiquie Vandenberg","Thailand, China, United States",2019-06-22,2019.0,2019,R,96 min,"Action & Adventure, International Movies"
Movie,Blood Will Tell,"Miguel Cohan, Miguel Cohan","Oscar Martínez, Dolores Fonzi, Diego Velázquez, Paulina Garcia, Luis Gnecco, Malena Sánchez, Emilio Vodanovich, Norman Briski","Argentina, United States",2019-06-21,2019.0,2019,TV-MA,113 min,"Dramas, Independent Movies, International Movies"
TV Show,Bolívar,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo","Luis Gerónimo Abreu, José Ramón Barreto, Ernesto Benjumea, Félix Antequera, Jefferson Quiñones, Shany Nadan, María José Vargas, Hans Martínez, Mauro Mauad, Álvaro Bayona, Rosmeri Marval, Irene Esser, Nohely Arteaga",Colombia,2019-06-21,2019.0,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
Movie,EVANGELION: DEATH (TRUE)²,Hideaki Anno,"Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura, Yuriko Yamaguchi, Fumihiko Tachiki, Motomu Kiyokawa, Koichi Yamadera, Takehito Koyasu, Hiro Yuki, Miki Nagasawa, Mugihito, Akira Ishida",Japan,2019-06-21,2019.0,1998,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies"
TV Show,Girls Incarcerated,Not Specified,,United States,2019-06-21,2019.0,2019,TV-MA,2 Seasons,"Docuseries, Reality TV"
TV Show,Go! Live Your Way,Not Specified,"Pilar Pascual, Renata Toscano, José Giménez Zapiola, Santiago Saez, Paulo Sanchez Lima, Carmela Barsamian, Axel Muñiz, Majo Cardoso, Majo Chicar, Gastón Ricaud, Laura Azcurra",Argentina,2019-06-21,2019.0,2019,TV-PG,2 Seasons,"Kids' TV, Spanish-Language TV Shows, Teen TV Shows"
TV Show,Magi: The Labyrinth of Magic,Not Specified,"Kaori Ishihara, Yuki Kaji, Haruka Tomatsu, Daisuke Ono, Ryohei Kimura, Yoshimasa Hosoya, Takahiro Sakurai, Showtaro Morikubo, Yui Horie, Tomokazu Sugita",Japan,2019-06-21,2019.0,2013,TV-MA,2 Seasons,"Anime Series, International TV Shows"
TV Show,Neon Genesis Evangelion,Not Specified,"Megumi Ogata, Kotono Mitsuishi, Yuriko Yamaguchi, Megumi Hayashibara, Yuko Miyamura, Fumihiko Tachiki, Akira Ishida, Motomu Kiyokawa, Hiro Yuki, Miki Nagasawa, Takehito Koyasu, Tomokazu Seki, Tetsuya Iwanaga, Junko Iwao, Mugihito",Japan,2019-06-21,2019.0,1995,TV-MA,1 Season,"Anime Series, International TV Shows"
TV Show,Shooter,Not Specified,"Ryan Phillippe, Omar Epps, David Marciano, Cynthia Addai-Robinson, Shantel VanSanten, Tom Sizemore",United States,2019-06-21,2019.0,2018,TV-14,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas"
TV Show,The Casketeers,Not Specified,,New Zealand,2019-06-21,2019.0,2019,TV-14,2 Seasons,"International TV Shows, Reality TV"
TV Show,The Confession Tapes,Not Specified,,United States,2019-06-21,2019.0,2019,TV-MA,2 Seasons,"Crime TV Shows, Docuseries"
Movie,The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki","Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura, Yuriko Yamaguchi, Fumihiko Tachiki, Motomu Kiyokawa, Koichi Yamadera, Takehito Koyasu, Hiro Yuki, Miki Nagasawa, Maria Kawamura, Mugihito, Akira Ishida",Japan,2019-06-21,2019.0,1997,TV-MA,87 min,"Action & Adventure, Anime Features, International Movies"
Movie,Rakkhosh,"Abhijit Kokate, Srivinay Salian","Sanjay Mishra, Priyanka Bose, Tannishtha Chatterjee, Barun Chanda, Sonamoni Jayant Gadekar, Ashwath Bhatt, Atul Mahale",India,2019-06-20,2019.0,2019,TV-MA,116 min,"Horror Movies, Independent Movies, International Movies"
Movie,The Wolf's Call,Antonin Baudry,"François Civil, Omar Sy, Mathieu Kassovitz, Reda Kateb, Paula Beer, Alexis Michalik, Jean-Yves Berteloot, Damien Bonnard, Pierre Cevaër, Sébastien Libessart",France,2019-06-20,2019.0,2019,TV-14,116 min,"Dramas, International Movies, Thrillers"
Movie,Beats,Chris Robinson,"Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa",United States,2019-06-19,2019.0,2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals"
Movie,The Edge of Democracy,Petra Costa,,Brazil,2019-06-19,2019.0,2019,TV-14,122 min,"Documentaries, International Movies"
Movie,Adam Devine: Best Time of Our Lives,Jay Karas,Adam Devine,United States,2019-06-18,2019.0,2019,TV-MA,59 min,Stand-Up Comedy
Movie,Cop Car,Jon Watts,"Kevin Bacon, James Freedson-Jackson, Hays Wellford, Camryn Manheim, Shea Whigham, Sean Hartley, Kyra Sedgwick, Loi Nguyen",United States,2019-06-16,2019.0,2015,R,88 min,Thrillers
Movie,Right Here Right Now,Jakob Lass,"Niklas Bruhn, David Schütter, Tinka Furst, Corinna Harfouch, Bela B. Felsenheimer, Martina Schöne-Radunski, Mathias Bloech, Tanna Barthel, Felix Maria Zeppenfeld, Kalle Schwensen",Germany,2019-06-16,2019.0,2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies"
TV Show,Fate/Zero,Not Specified,"Rikiya Koyama, Ayako Kawasumi, Sayaka Ohara, Sho Hayami, Tomokazu Seki, Jouji Nakata, Akina Abe, Takumi Yamasaki, Hikaru Midorikawa, Daisuke Namikawa",Japan,2019-06-15,2019.0,2012,TV-MA,2 Seasons,"Anime Series, International TV Shows"
TV Show,Kill la Kill,Not Specified,"Ami Koshimizu, Toshihiko Seki, Ryoka Yuzuki, Aya Suzaki, Shinichiro Miki, Tetsu Inada, Nobuyuki Hiyama, Mayumi Shintani, Hiroyuki Yoshino, Romi Park",Japan,2019-06-15,2019.0,2014,TV-MA,1 Season,"Anime Series, International TV Shows"
Movie,Life Overtakes Me,"John Haptas, Kristine Samuelson",,"Sweden, United States",2019-06-15,2019.0,2019,TV-PG,40 min,Documentaries
Movie,Luckee,Sanjay Jadhav,"Abhay Mahajan, Dipti Sati, Mayur More, Shubhangi Tambale, Chetan Dalvi, Nilesh Diwekar",India,2019-06-15,2019.0,2019,TV-14,113 min,"Comedies, International Movies, Romantic Movies"
Movie,Pihu,Vinod Kapri,Pihu Myra Vishwakarma,India,2019-06-15,2019.0,2018,TV-14,90 min,"Dramas, Independent Movies, International Movies"
TV Show,Puella Magi Madoka Magica,Not Specified,"Aoi Yuki, Chiwa Saito, Kaori Mizuhashi, Eri Kitamura, Emiri Kato, Ai Nonaka",Japan,2019-06-15,2019.0,2011,TV-14,1 Season,"Anime Series, International TV Shows"
TV Show,Somewhere Only We Know,Not Specified,"Zhang Chao, Li Tingting, Chen Bohao, Sun Jialing, Zhang Zhang, Li Jiuxiao, Deng Yuli, Li Huan, Fang Wenqiang, Gong Rui",China,2019-06-15,2019.0,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
TV Show,The Alcàsser Murders,Elías León,,Spain,2019-06-15,2019.0,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
TV Show,Unit 42,Not Specified,"Patrick Ridremont, Constance Gay, Tom Audenaert, Roda Fawaz, Danitza Athanassiadis",Belgium,2019-06-15,2019.0,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
TV Show,Awake: The Million Dollar Game,Not Specified,James Davis,United States,2019-06-14,2019.0,2019,TV-PG,1 Season,Reality TV
TV Show,Black Spot,Not Specified,"Suliane Brahim, Hubert Delattre, Laurent Capelluto, Samuel Jouy, Renaud Rutten, Camille Aguilar, Tiphaine Daviot, Naidra Ayadi, Brigitte Sy, Anne Suarez, Dan Herzberg, Olivier Bonjour, Thomas Doret","France, Belgium",2019-06-14,2019.0,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
Movie,DJ Cinderella,Bruno Garotti,"Maísa Silva, Filipe Bragança, Fernanda Paes Leme, Miriam Freeland, Marcelo Valle, Elisa Pinheiro, Sérgio Malheiros, Giovanna Grigio, Bárbara Maia, Letícia Pedro, Kiria Malheiros, Leo Cidade, Matheus Costa, Isabel Fillardis, Selma Lopes",Brazil,2019-06-14,2019.0,2019,TV-PG,95 min,"Children & Family Movies, Comedies"
TV Show,El desconocido,Not Specified,"Guillermo Iván, César Manjarrez, Estrella Solís, Liliana Moreno, Marco Uriel, Mario Zaragoza, Fernando Sarfatti, José Ángel Bichir, Paty Blanco, Pía Sanz, Scarlet Gruber, Pakey Vázquez, Ivonne Montero",Unknown,2019-06-14,2019.0,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
TV Show,Girlfriends' Guide to Divorce,Not Specified,"Lisa Edelstein, Beau Garrett, Necar Zadegan, Paul Adelstein, Janeane Garofalo, Alanna Ubach",United States,2019-06-14,2019.0,2019,TV-MA,5 Seasons,"TV Comedies, TV Dramas"
TV Show,Leila,Not Specified,"Huma Qureshi, Siddharth, Rahul Khanna, Arif Zakaria, Seema Biswas, Sanjay Suri, Akash Khurana, Ashwath Bhatt, Anupam Bhattacharya, Adarsh Gourav",India,2019-06-14,2019.0,2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas"
TV Show,Marlon,Not Specified,"Marlon Wayans, Essence Atkins, Bresha Webb, Diallo Riddle, Notlim Taylor, Amir O'Neil",United States,2019-06-14,2019.0,2018,TV-14,2 Seasons,TV Comedies
TV Show,Marvel's Jessica Jones,Not Specified,"Krysten Ritter, David Tennant, Rachael Taylor, Mike Colter, Carrie-Anne Moss, Eka Darville, Erin Moriarty, Wil Traval, Susie Abromeit",United States,2019-06-14,2019.0,2019,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas"
Movie,Murder Mystery,Kyle Newacheck,"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton, Adeel Akhtar, Luis Gerardo Méndez, Dany Boon, Terence Stamp",United States,2019-06-14,2019.0,2019,PG-13,98 min,Comedies
TV Show,Yankee,Not Specified,"Pablo Lyle, Ana Layevska, Leonardo Daniel, Javier Díaz Dueñas, Daniel Martínez, Pamela Almanza, Roberto Blandón, Sebastián Ferrat, Gabriela Zamora, Mauricio Pimentel, Julio Casado, Eivaut Rischen",Mexico,2019-06-14,2019.0,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
TV Show,Jinn,Not Specified,"Salma Malhas, Sultan Alkhail, Hamzeh Okab, Aysha Shahaltough, Zaid Zoubi, Ban Halaweh, Yasser Al Hadi",Jordan,2019-06-13,2019.0,2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
Movie,Oprah Presents When They See Us Now,Mark Ritchie,"Oprah Winfrey, Ava DuVernay",United States,2019-06-13,2019.0,2019,TV-PG,61 min,Documentaries
Movie,The 3rd Eye 2,Rocky Soraya,"Jessica Mila, Bianca Hello, Nabilah Ayu, Sophia Latjuba, Jeremy Thomas",Indonesia,2019-06-13,2019.0,2019,TV-MA,117 min,"Horror Movies, International Movies"
Movie,Jo Koy: Comin' In Hot,Shannon Hartman,Jo Koy,United States,2019-06-12,2019.0,2019,TV-MA,60 min,Stand-Up Comedy
Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,"Bob Dylan, Allen Ginsberg, Joan Baez, Patti Smith, Roger McGuinn, Sam Shepard, Sharon Stone, Joni Mitchell, Scarlet Rivera, Ramblin' Jack Elliott, Ronnie Hawkins, Anne Waldman, Ronee Blakley",United States,2019-06-12,2019.0,2019,TV-MA,142 min,"Documentaries, Music & Musicals"
TV Show,Upin & Ipin,Not Specified,Nurfathiah Diaz,Malaysia,2019-06-10,2019.0,2011,TV-Y,1 Season,Kids' TV
Movie,Belmonte,Federico Veiroj,"Gonzalo Delgado, Olivia Molinaro Eijo, Jeannette Sauksteliskis, Tomás Wahrmann, María Noel Gutiérrez, Marcelo Fernández Borsari, Alejandro Castiglioni, Cecilia Caballero Jeske, Martín Reyes, Carolina Penadés","Uruguay, Spain, Mexico",2019-06-07,2019.0,2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies"
TV Show,Designated Survivor,Not Specified,"Kiefer Sutherland, Natascha McElhone, Maggie Q, Kal Penn, Adan Canto, Italia Ricci, LaMonica Garrett, Tanner Buchanan, Ben Lawson, Paulo Costanzo, Zoe McLellan",United States,2019-06-07,2019.0,2019,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers"
Movie,Elisa & Marcela,Isabel Coixet,"Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas, Kelly Lua, Manuel Lourenzo, Jorge Suquet, Ana Santos, Mariana Carballal, Roberto Leal, Luisa Merelas, Amparo Moreno, Lluís Homar, Manolo Solo, María Pujalte, Francesc Orella",Spain,2019-06-07,2019.0,2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies"
Movie,I Am Mother,Grant Sputore,"Clara Rugaard, Rose Byrne, Hilary Swank, Luke Hawker",Australia,2019-06-07,2019.0,2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers"
Movie,Luka Chuppi,Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Pankaj Tripathi, Vinay Pathak, Aparshakti Khurana, Atul Srivastava, Alka Amin",India,2019-06-07,2019.0,2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies"
Movie,Pachamama,Juan Antin,"Adam Moussamih, Charli Birdgenau, Vlastra Vrana, Sonja Ball, Alexandre Harough","France, Luxembourg, Canada",2019-06-07,2019.0,2019,PG,71 min,Children & Family Movies
Movie,Rock My Heart,Hanno Olderdissen,"Lena Klenke, Dieter Hallervorden, Emilio Sakraya, Annette Frier, Milan Peschel, Vedat Erincin, Johann von Bülow, Michael Lott, Hans Martin Stier, Anneke Kim Sarnau",Germany,2019-06-07,2019.0,2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies"
Movie,Stree,Amar Kaushik,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi, Aparshakti Khurana, Abhishek Banerjee, Atul Srivastava",India,2019-06-07,2019.0,2018,TV-MA,127 min,"Comedies, Horror Movies, Independent Movies"
TV Show,Super Monsters Monster Pets,Not Specified,"Erin Mathews, Kathleen Barr, Chiara Zanni, Rebecca Shoichet, Sabrina Pitre, Ingrid Nilson, Alessandro Juliani, Elyse Maloway, Vincent Tong",United States,2019-06-07,2019.0,2019,TV-Y,1 Season,Kids' TV
TV Show,Tales of the City,Not Specified,"Laura Linney, Ellen Page, Olympia Dukakis, Paul Gross, Murray Bartlett, Barbara Garrick, Charlie Barnett, Garcia, May Hong, Jen Richards, Victor Garber, Ashley Park, Christopher Larkin, Zosia Mamet, Molly Ringwald, Daniela Vega",United States,2019-06-07,2019.0,2019,TV-MA,1 Season,TV Dramas
Movie,The Black Godfather,Reginald Hudlin,"Clarence Avant, Quincy Jones",United States,2019-06-07,2019.0,2019,TV-MA,118 min,"Documentaries, Music & Musicals"
Movie,Alles ist gut,Eva Trobisch,"Aenne Schwarz, Andreas Döhler, Hans Löw, Tilo Nest, Lina Wendel, Lisa Hagmeister",Germany,2019-06-06,2019.0,2019,TV-MA,90 min,"Dramas, International Movies"
Movie,A Silent Voice,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka",Japan,2019-06-05,2019.0,2016,TV-14,130 min,"Anime Features, International Movies"
TV Show,Black Mirror,Not Specified,"Jesse Plemons, Cristin Milioti, Jimmi Simpson, Rosemarie DeWitt, Douglas Hodge, Andrea Riseborough, Brenna Harding, Owen Teague, Andrew Gower, Kiran Sonia Sawar, Georgina Campbell, Joe Cole, Maxine Peake, Jake Davies, Clint Dyer, Letitia Wright, Babs Olusanmokun, Bryce Dallas Howard, Alice Eve, Michael Kelly, Cherry Jones, Gugu Mbatha-Raw, Mackenzie Davis, Wyatt Russell, Benedict Wong, Kelly Macdonald, Faye Marsay, Madeline Brewer, Hannah John-Kamen, Malachi Kirby, Alex Lawther, Jerome Flynn, James Norton, Rory Kinnear, Lindsay Duncan, Daniel Kaluuya, Jessica Brown Findlay, Rupert Everett, Toby Kebbell, Jodie Whittaker, Hayley Atwell, Domhnall Gleeson, Lenora Crichlow, Michael Smiley, Daniel Rigby, Chloe Pirrie, Jason Flemyng, Jon Hamm, Oona Chaplin, Rafe Spall",United Kingdom,2019-06-05,2019.0,2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Dramas"
Movie,Cosmos Laundromat: First Cycle,Mathieu Auvray,"Pierre Bokma, Reinout Scholten van Aschat",Netherlands,2019-06-04,2019.0,2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy"
Movie,Miranda Sings Live…Your Welcome,Marcus Raboy,Colleen Ballinger,United States,2019-06-04,2019.0,2019,TV-14,62 min,Stand-Up Comedy
Movie,Silent,"Limbert Fabian, Brandon Oldenburg",,United States,2019-06-04,2019.0,2014,TV-Y,3 min,"Children & Family Movies, Sci-Fi & Fantasy"
TV Show,Documentary Now!,Not Specified,"Fred Armisen, Bill Hader, Helen Mirren",United States,2019-06-03,2019.0,2019,TV-14,3 Seasons,TV Comedies
TV Show,Malibu Rescue: The Series,Not Specified,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Jeremy Howard, JT Neal, Bryana Salaz, Ian Ziering, Camaron Engels",United States,2019-06-03,2019.0,2019,TV-G,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies"
TV Show,Arthdal Chronicles,Not Specified,"Song Joong-ki, Jang Dong-gun, Kim Ji-won, Kim Ok-vin, Kim Eui-sung, Cho Seong-ha, Lee Do-gyeong, Park Hae-joon, Park Byung-eun",South Korea,2019-06-02,2019.0,2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure"
Movie,Krutant,Datta Mohan Bhandare,"Suyog Rajendra Gorhe, Sandeep Kulkarni, Vidya Karanjikar, Sayli Patil",India,2019-06-02,2019.0,2019,TV-14,114 min,"Dramas, International Movies"
TV Show,A Thousand Goodnights,Not Specified,"Cindy Lien, Nicholas Teo, Yao Ai-ning, Li Chung-lin, Chen Bor-jeng, Miao Ke-li",Taiwan,2019-06-01,2019.0,2019,TV-14,1 Season,"International TV Shows, TV Dramas"
Movie,III Smoking Barrels,Sanjib Dey,"Subrat Dutta, Indraneil Sengupta, Mandakini Goswami, Amrita Chattopadhyay, Nalneesh Neel, Niloy Sankar Gupta, Shiny Gogoi, Siddharth Boro",India,2019-06-01,2019.0,2017,TV-MA,128 min,"Dramas, Independent Movies, International Movies"
